"item","imdb","itemLabel","itemDescription","article"
"http://www.wikidata.org/entity/Q67780109","tt4579950","Madres de los dioses","2015 film",NA
"http://www.wikidata.org/entity/Q29026134","tt10160556","Nandri","1984 Tamil film directed by Rama Narayanan","https://en.wikipedia.org/wiki/Nandri"
"http://www.wikidata.org/entity/Q30609133","tt6577710","Saheba","2017 film directed by Bharath","https://en.wikipedia.org/wiki/Saheba_(film)"
"http://www.wikidata.org/entity/Q55443439","tt8665806","Cuban Colony","2018 film by Manoj Varghese Parecattil","https://en.wikipedia.org/wiki/Cuban_Colony"
"http://www.wikidata.org/entity/Q55612618","tt0137685","Ghashiram Kotwal","1976 Marathi film directed by K. Hariharan et al","https://en.wikipedia.org/wiki/Ghashiram_Kotwal_(film)"
"http://www.wikidata.org/entity/Q55629885","tt0363884","Phiriye Dao","film","https://en.wikipedia.org/wiki/Phiriye_Dao"
"http://www.wikidata.org/entity/Q59726782","tt8983306","Pon Manickavel","2021 film by A. C. Mugil","https://en.wikipedia.org/wiki/Pon_Manickavel_(film)"
"http://www.wikidata.org/entity/Q60737838","tt9251858","Hippi","2019 film directed by Krishna","https://en.wikipedia.org/wiki/Hippi_(film)"
"http://www.wikidata.org/entity/Q64592649","tt8958304","Iti, Tomari Dhaka","Bangladeshi film","https://en.wikipedia.org/wiki/Sincerely_Yours,_Dhaka"
"http://www.wikidata.org/entity/Q65053395","tt10574498","Shantilal O Projapoti Rohoshyo","film","https://en.wikipedia.org/wiki/Shantilal_O_Projapoti_Rohoshyo"
"http://www.wikidata.org/entity/Q65778087","tt11924474","Rugged","2019 film","https://en.wikipedia.org/wiki/Rugged"
"http://www.wikidata.org/entity/Q71402074","tt10975452","Raju Gari Gadhi 3","2019 film directed by Ohmkar","https://en.wikipedia.org/wiki/Raju_Gari_Gadhi_3"
"http://www.wikidata.org/entity/Q84319823","tt10970766","Mitran Nu Shaunk Hathyaran Da","Punjabi romantic comedy","https://en.wikipedia.org/wiki/Mitran_Nu_Shaunk_Hathyaran_Da"
"http://www.wikidata.org/entity/Q91886849","tt0043988","Sahajatri","1951 Bengali film by Agradoot","https://en.wikipedia.org/wiki/Sahajatri"
"http://www.wikidata.org/entity/Q96186339","tt0048242","Kankabatir Ghat","1955 film","https://en.wikipedia.org/wiki/Kankabatir_Ghat"
"http://www.wikidata.org/entity/Q96375192","tt6143092","Code Name Abdul","2017 film","https://en.wikipedia.org/wiki/Code_Name_Abdul"
"http://www.wikidata.org/entity/Q104875268","tt0134837","Naata","1955 film by Deena Nath Madhok","https://en.wikipedia.org/wiki/Naata_(film)"
"http://www.wikidata.org/entity/Q105555872","tt0134803","Madhubala","1950 film by Prahlad Dutt","https://en.wikipedia.org/wiki/Madhubala_(1950_film)"
"http://www.wikidata.org/entity/Q106153107","tt8785026","Classroom","2018 Indian Bengali film directed by Rajiv Kumar Biswas","https://en.wikipedia.org/wiki/Classroom_(film)"
"http://www.wikidata.org/entity/Q106372003","tt13825336","Good Luck Jerry","film directed by Sidharth Sengupta","https://en.wikipedia.org/wiki/Good_Luck_Jerry"
"http://www.wikidata.org/entity/Q108570169","tt13979464","Madhagaja","2021 film directed by S. Mahesh Kumar","https://en.wikipedia.org/wiki/Madhagaja"
"http://www.wikidata.org/entity/Q109560999","tt13440294","Jayanti","2021 film directed by Shailesh Narwade","https://en.wikipedia.org/wiki/Jayanti_(film)"
"http://www.wikidata.org/entity/Q110223714","tt11441458","Kadaseela Biriyani","2021 film directed by Nishanth Kalidindi","https://en.wikipedia.org/wiki/Kadaseela_Biriyani"
"http://www.wikidata.org/entity/Q111467702","tt15415976","Macherla Niyojakavargam","2022 film directed by MS Raja Shekhar Reddy","https://en.wikipedia.org/wiki/Macherla_Niyojakavargam"
"http://www.wikidata.org/entity/Q113070656","tt15483616","Harikathe Alla Girikathe","2022 Indian film","https://en.wikipedia.org/wiki/Harikathe_Alla_Girikathe"
"http://www.wikidata.org/entity/Q113134416","tt15373558","Dear Friend","2022 film directed by Vineeth Kumar","https://en.wikipedia.org/wiki/Dear_Friend_(2022_film)"
"http://www.wikidata.org/entity/Q113540771","tt21345936","Jothi","2022 film directed by AV Krishna Paramatma","https://en.wikipedia.org/wiki/Jothi_(2022_film)"
"http://www.wikidata.org/entity/Q113801051","tt14914988","Satyaprem Ki Katha","film","https://en.wikipedia.org/wiki/Satyaprem_Ki_Katha"
"http://www.wikidata.org/entity/Q115815626","tt5490820","Sau Shashi Deodhar","2014 Marathi-language film","https://en.wikipedia.org/wiki/Sau_Shashi_Deodhar"
"http://www.wikidata.org/entity/Q116205392","tt13781118","Jaggu Ani Juliet","film directed by Mahesh Limaye","https://en.wikipedia.org/wiki/Jaggu_Ani_Juliet"
"http://www.wikidata.org/entity/Q116973622","tt15163948","Naan Kadavul Illai","2023 Indian film","https://en.wikipedia.org/wiki/Naan_Kadavul_Illai"
"http://www.wikidata.org/entity/Q117599003","tt22436930","Bicycle Days","2023 Indian film","https://en.wikipedia.org/wiki/Bicycle_Days_(2023_film)"
"http://www.wikidata.org/entity/Q117790190","tt12631654","Randu","2022 film directed by Sujith Lal","https://en.wikipedia.org/wiki/Randu"
"http://www.wikidata.org/entity/Q118399065","tt18250130","Neymar","2023 film directed by Sudhi Maddison","https://en.wikipedia.org/wiki/Neymar_(film)"
"http://www.wikidata.org/entity/Q122203754","tt28862282","Pushkara","2023 Odia film","https://en.wikipedia.org/wiki/Pushkara_(film)"
"http://www.wikidata.org/entity/Q122762954","tt29076707","En 6 Vaathiyaar Kaalpanthatta Kuzhu","2023 Indian film","https://en.wikipedia.org/wiki/En_6_Vaathiyaar_Kaalpanthatta_Kuzhu"
"http://www.wikidata.org/entity/Q123173286","tt15263194","Shefeekkinte Santhosham","2022 Indian film","https://en.wikipedia.org/wiki/Shefeekkinte_Santhosham"
"http://www.wikidata.org/entity/Q4111546","tt23757502","Samasthanam","2002 Tamil film directed by Raj Kapoor","https://en.wikipedia.org/wiki/Samasthanam"
"http://www.wikidata.org/entity/Q4860998","tt0357467","Barkha Bahar","1973 film by Koomz","https://en.wikipedia.org/wiki/Barkha_Bahar"
"http://www.wikidata.org/entity/Q4940870","tt0154245","Bomma Borusa","1971 film by K. Balachander","https://en.wikipedia.org/wiki/Bomma_Borusa"
"http://www.wikidata.org/entity/Q4958162","tt0263155","Bratuku Theruvu","1953 film by P. S. Ramakrishna Rao","https://en.wikipedia.org/wiki/Bratuku_Teruvu"
"http://www.wikidata.org/entity/Q5073905","tt0154309","Charam","1983 film by P. A. Backer","https://en.wikipedia.org/wiki/Charam"
"http://www.wikidata.org/entity/Q5101169","tt0042329","Chinnamul","1950 film by Nemai Ghosh","https://en.wikipedia.org/wiki/Chinnamul"
"http://www.wikidata.org/entity/Q5215659","tt12700440","Dandam Dashagunam","2011 film","https://en.wikipedia.org/wiki/Dandam_Dashagunam"
"http://www.wikidata.org/entity/Q5325610","tt0155696","Eanippadikal","1973 film by Thoppil Bhasi","https://en.wikipedia.org/wiki/Enippadikal_(film)"
"http://www.wikidata.org/entity/Q5347007","tt0215738","Ee Nadu","1982 film by I. V. Sasi","https://en.wikipedia.org/wiki/Ee_Nadu"
"http://www.wikidata.org/entity/Q5347016","tt2432560","Ee Sanje","2011 film","https://en.wikipedia.org/wiki/Ee_Sanje"
"http://www.wikidata.org/entity/Q5377428","tt13570616","Engal Aasan","2009 Tamil film directed by R. K. Kalaimani","https://en.wikipedia.org/wiki/Engal_Aasan"
"http://www.wikidata.org/entity/Q5392591","tt0257627","Ernakulam Junction","1971 film","https://en.wikipedia.org/wiki/Ernakulam_Junction_(film)"
"http://www.wikidata.org/entity/Q5555673","tt2635638","Gharabaher","1999 film by Sanjay Surkar","https://en.wikipedia.org/wiki/Gharabaher"
"http://www.wikidata.org/entity/Q6355234","tt0230395","Kamadhenu","1941 Tamil film directed by Nandlal Jaswantlal","https://en.wikipedia.org/wiki/Kamadhenu_(film)"
"http://www.wikidata.org/entity/Q6378918","tt1582523","Kausalya Supraja Rama","2008 film","https://en.wikipedia.org/wiki/Kausalya_Supraja_Rama"
"http://www.wikidata.org/entity/Q6385597","tt0353619","Keli","1991 Malayalam film directed by Bharathan","https://en.wikipedia.org/wiki/Keli_(film)"
"http://www.wikidata.org/entity/Q6445431","tt0280851","Kuppivala","1965 film","https://en.wikipedia.org/wiki/Kuppivala"
"http://www.wikidata.org/entity/Q6746793","tt3319490","Manakanakku","1986 Tamil film directed by R. C. Sakthi","https://en.wikipedia.org/wiki/Manakanakku"
"http://www.wikidata.org/entity/Q6945252","tt0353769","My Dear Muthachan","1992 film by Sathyan Anthikad","https://en.wikipedia.org/wiki/My_Dear_Muthachan"
"http://www.wikidata.org/entity/Q6956525","tt1477038","Naalai Namadhe","1975 Tamil film directed by K. S. Sethumadhavan","https://en.wikipedia.org/wiki/Naalai_Namadhe_(1975_film)"
"http://www.wikidata.org/entity/Q6991625","tt13569300","Nenjathai Killadhe","2008 Tamil film directed by Agathiyan","https://en.wikipedia.org/wiki/Nenjathai_Killadhe_(2008_film)"
"http://www.wikidata.org/entity/Q7037719","tt0454513","Nimmo","1984 film by Veerendra","https://en.wikipedia.org/wiki/Nimmo_(film)"
"http://www.wikidata.org/entity/Q7095416","tt1477046","Oorukku Uzhaippavan","1976 Tamil film directed by M. Krishnan Nair","https://en.wikipedia.org/wiki/Oorukku_Uzhaippavan"
"http://www.wikidata.org/entity/Q7105132","tt0255452","Oru Muthassi Katha","1988 film by Priyadarshan","https://en.wikipedia.org/wiki/Oru_Muthassi_Katha"
"http://www.wikidata.org/entity/Q7148576","tt0371870","Pattikkaattu Raja","1975 Tamil film directed by K. Shanmugam","https://en.wikipedia.org/wiki/Pattikkaattu_Raja"
"http://www.wikidata.org/entity/Q7168947","tt0323619","Periya Idathu Penn","1963 Tamil film directed by T. R. Ramanna","https://en.wikipedia.org/wiki/Periya_Idathu_Penn"
"http://www.wikidata.org/entity/Q7377507","tt0353960","Rudraksham","1994 film by Shaji Kailas","https://en.wikipedia.org/wiki/Rudraksham"
"http://www.wikidata.org/entity/Q7409007","tt0326103","Sambarala Rambabu","1970 film","https://en.wikipedia.org/wiki/Sambarala_Rambabu"
"http://www.wikidata.org/entity/Q7426509","tt0345939","Sattam","1983 Tamil film directed by K. Vijayan","https://en.wikipedia.org/wiki/Sattam"
"http://www.wikidata.org/entity/Q7426512","tt13387616","Sattam Oru Iruttarai","2012 film","https://en.wikipedia.org/wiki/Sattam_Oru_Iruttarai_(2012_film)"
"http://www.wikidata.org/entity/Q7458117","tt0318681","Sevvanthi","1994 Tamil film directed by P. S. Nivas","https://en.wikipedia.org/wiki/Sevvanthi"
"http://www.wikidata.org/entity/Q7505966","tt0156077","Shyamala Chechi","1965 film by P. Bhaskaran","https://en.wikipedia.org/wiki/Shyamala_Chechi"
"http://www.wikidata.org/entity/Q7653820","tt0330954","Swapner Feriwala","2002 film by Subrata Sen","https://en.wikipedia.org/wiki/Swapner_Feriwala"
"http://www.wikidata.org/entity/Q7653908","tt1472176","Swarnam","2008 film","https://en.wikipedia.org/wiki/Swarnam"
"http://www.wikidata.org/entity/Q7798831","tt0234888","Thumbolarcha","1974 film by Kunchacko","https://en.wikipedia.org/wiki/Thumbolarcha"
"http://www.wikidata.org/entity/Q7824223","tt0156133","Toorpu Velle Railu","1979 film directed by Bapu","https://en.wikipedia.org/wiki/Toorpu_Velle_Railu"
"http://www.wikidata.org/entity/Q7936670","tt26691554","Viswanathan Ramamoorthy","2001 Tamil film directed by Rama Narayanan","https://en.wikipedia.org/wiki/Viswanathan_Ramamoorthy_(film)"
"http://www.wikidata.org/entity/Q7937524","tt0258295","Vivaha Sammanam","1971 film by J.D. Thottan","https://en.wikipedia.org/wiki/Vivahasammanam"
"http://www.wikidata.org/entity/Q7968335","tt0364112","Waqt Ka Badshah","1992 film","https://en.wikipedia.org/wiki/Waqt_Ka_Badshah"
"http://www.wikidata.org/entity/Q12438979","tt0381521","Pyar Ki Rahen","1959 film by Lekhraj Bhakri","https://en.wikipedia.org/wiki/Pyar_Ki_Rahen"
"http://www.wikidata.org/entity/Q12492836","tt1275692","Kuheli","1971 film directed by Tarun Majumdar","https://en.wikipedia.org/wiki/Kuheli"
"http://www.wikidata.org/entity/Q12922948","tt0318664","Sathyavan","1994 Tamil film directed by Raj Kapoor","https://en.wikipedia.org/wiki/Sathyavan"
"http://www.wikidata.org/entity/Q12975144","tt14789126","Unnai Kann Theduthey","2000 Tamil film directed by Sundar C.","https://en.wikipedia.org/wiki/Unnai_Kann_Theduthey"
"http://www.wikidata.org/entity/Q12986957","tt9033548","Magudikkaran","1994 Tamil film directed by Yaar Kannan","https://en.wikipedia.org/wiki/Magudikkaran"
"http://www.wikidata.org/entity/Q12991568","tt0390119","Ilavelpu","1956 film by Dasari Yoganand","https://en.wikipedia.org/wiki/Ilavelpu"
"http://www.wikidata.org/entity/Q13159727","tt1389532","Namma Samsara","1971 film by Siddalingaiah","https://en.wikipedia.org/wiki/Namma_Samsara"
"http://www.wikidata.org/entity/Q15692896","tt0355665","Krishna Garadi","1986 Telugu film by Vijaya Bapineedu","https://en.wikipedia.org/wiki/Krishna_Garadi"
"http://www.wikidata.org/entity/Q15711859","tt23783082","Moovendhar","1998 Tamil film directed by SurajR","https://en.wikipedia.org/wiki/Moovendhar"
"http://www.wikidata.org/entity/Q15955726","tt2609170","Bhrantibilas","1963 film","https://en.wikipedia.org/wiki/Bhranti_Bilas"
"http://www.wikidata.org/entity/Q15983103","tt6106000","Main Jatti Punjab Di","1964 film","https://en.wikipedia.org/wiki/Main_Jatti_Punjab_Di"
"http://www.wikidata.org/entity/Q16248692","tt5296940","Goyenda Gogol","2013 film","https://en.wikipedia.org/wiki/Goyenda_Gogol"
"http://www.wikidata.org/entity/Q16249105","tt8963602","Idhuthanda Sattam","1992 Tamil film directed by Senthilnathan","https://en.wikipedia.org/wiki/Idhuthanda_Sattam"
"http://www.wikidata.org/entity/Q16250071","tt0271590","Kandavarundo","1972 film","https://en.wikipedia.org/wiki/Kandavarundo"
"http://www.wikidata.org/entity/Q16252677","tt0318520","Oru Oorla Oru Rajakumari","1995 Tamil film directed by K. Bhagyaraj","https://en.wikipedia.org/wiki/Oru_Oorla_Oru_Rajakumari"
"http://www.wikidata.org/entity/Q16253186","tt0155969","Prayanam","1975 film by Bharathan","https://en.wikipedia.org/wiki/Prayanam_(1975_film)"
"http://www.wikidata.org/entity/Q16254420","tt0267949","Sri Kanaka Mahalaxmi Recording Dance Troupe","1987 film directed by Vamsy","https://en.wikipedia.org/wiki/Sri_Kanaka_Mahalakshmi_Recording_Dance_Troupe"
"http://www.wikidata.org/entity/Q16312670","tt0247020","Vilaiyaattu Pillai","1970 Tamil film directed by A. P. Nagarajan","https://en.wikipedia.org/wiki/Vilaiyattu_Pillai"
"http://www.wikidata.org/entity/Q16340224","tt0330779","Potti Pleader","1966 film","https://en.wikipedia.org/wiki/Potti_Pleader"
"http://www.wikidata.org/entity/Q16855919","tt0023365","Quick","1932 film by Robert Siodmak","https://en.wikipedia.org/wiki/Quick_(1932_film)"
"http://www.wikidata.org/entity/Q17082037","tt11585868","Superro Ranga","2014 film by Sadhu Kokila","https://en.wikipedia.org/wiki/Super_Ranga"
"http://www.wikidata.org/entity/Q18125035","tt0254349","Garuda Saukiyama","1982 Tamil film directed by Kovelamudi Surya Prakash Rao","https://en.wikipedia.org/wiki/Garuda_Saukiyama"
"http://www.wikidata.org/entity/Q18126586","tt3341638","Kapus Kondyachi Goshta","2014 film by Mrunalini Bhosale","https://en.wikipedia.org/wiki/Kapus_Kondyachi_Goshta"
"http://www.wikidata.org/entity/Q18127021","tt0155819","Kurukshethram","1970 film by P. Bhaskaran","https://en.wikipedia.org/wiki/Kurukshethram_(1970_film)"
"http://www.wikidata.org/entity/Q18345941","tt0155875","Missi","1976 film by Thoppil Bhasi","https://en.wikipedia.org/wiki/Missi_(film)"
"http://www.wikidata.org/entity/Q18352064","tt0332237","Manasa Vacha Karmana","1979 film by I. V. Sasi","https://en.wikipedia.org/wiki/Manasa_Vacha_Karmana"
"http://www.wikidata.org/entity/Q18357531","tt0187374","Oonjaal","1977 film by I. V. Sasi","https://en.wikipedia.org/wiki/Oonjaal"
"http://www.wikidata.org/entity/Q18357966","tt0334346","Shila","1982 film","https://en.wikipedia.org/wiki/Shila_(film)"
"http://www.wikidata.org/entity/Q18389041","tt0240974","Tharattu","1981 film by Balachandra Menon","https://en.wikipedia.org/wiki/Tharattu"
"http://www.wikidata.org/entity/Q18391653","tt0155915","Neela Kurinji Poothappol","1987 film by Bharathan","https://en.wikipedia.org/wiki/Neela_Kurinji_Poothappol"
"http://www.wikidata.org/entity/Q18786566","tt12923344","Harivu","2014 film","https://en.wikipedia.org/wiki/Harivu"
"http://www.wikidata.org/entity/Q18809252","tt0353476","Gamanam","1994 film","https://en.wikipedia.org/wiki/Gamanam_(1994_film)"
"http://www.wikidata.org/entity/Q18809343","tt0354024","Sipayi Lahala","1995 film by Vinayan","https://en.wikipedia.org/wiki/Sipayi_Lahala"
"http://www.wikidata.org/entity/Q19572391","tt1408018","Kantheredu Nodu","1961 film","https://en.wikipedia.org/wiki/Kantheredu_Nodu"
"http://www.wikidata.org/entity/Q19573249","tt0369766","Navajeevana","1964 film","https://en.wikipedia.org/wiki/Navajeevana"
"http://www.wikidata.org/entity/Q19573458","tt1360195","Onde Roopa Eradu Guna","1975 film","https://en.wikipedia.org/wiki/Onde_Roopa_Eradu_Guna"
"http://www.wikidata.org/entity/Q19580927","tt14786944","Preethsu Thappenilla","2000 film","https://en.wikipedia.org/wiki/Preethsu_Thappenilla"
"http://www.wikidata.org/entity/Q19600302","tt1411977","Vidhi Vilasa","1962 film","https://en.wikipedia.org/wiki/Vidhi_Vilasa"
"http://www.wikidata.org/entity/Q20735557","tt6865694","Dhol Taashe","2015 film","https://en.wikipedia.org/wiki/Dhol_Taashe"
"http://www.wikidata.org/entity/Q21646452","tt0230254","Gopichand","1958 film","https://en.wikipedia.org/wiki/Gopichand_(film)"
"http://www.wikidata.org/entity/Q21869565","tt14188426","Male Barali Manju Irali","2009 film","https://en.wikipedia.org/wiki/Male_Barali_Manju_Irali"
"http://www.wikidata.org/entity/Q22552609","tt5954644","Love You Baba","2014 Nepali film by Saugat Bista","https://en.wikipedia.org/wiki/Love_You_Baba"
"http://www.wikidata.org/entity/Q24038017","tt6774886","Kari Chirathe","2010 film","https://en.wikipedia.org/wiki/Kari_Chirathe"
"http://www.wikidata.org/entity/Q28180452","tt0810419","Manase Mandiram","1966 film by C. V. Sridhar","https://en.wikipedia.org/wiki/Manase_Mandiram"
"http://www.wikidata.org/entity/Q5987788","tt0231778","Iddaru Ammayilu","1972 film by Puttanna Kanagal",NA
"http://www.wikidata.org/entity/Q10957003","tt0413984","Ek Sapera Ek Lutera","1965 Hindi film",NA
"http://www.wikidata.org/entity/Q11029383","tt0409042","Q11029383","1985 film",NA
"http://www.wikidata.org/entity/Q12515885","tt0157056","Sonar Sansar","1936 film directed by Debaki Bose",NA
"http://www.wikidata.org/entity/Q18359119","tt0357183","Sisiram","2002 film",NA
"http://www.wikidata.org/entity/Q19572413","tt0277779","Kattathoru Penpoovu","1998 film by Mohan Kupleri",NA
"http://www.wikidata.org/entity/Q21646915","tt0156928","Ram Janma","1951 film directed by Nanabhai Bhatt",NA
"http://www.wikidata.org/entity/Q24905290","tt0269081","Chham Chhama Chham","film",NA
"http://www.wikidata.org/entity/Q57592644","tt10140922","Odessa","2019 film directed by Valery Todorovsky",NA
"http://www.wikidata.org/entity/Q58327467","tt0393936","Veer Bahadur","1931 film",NA
"http://www.wikidata.org/entity/Q58329438","tt0154407","Dhruva Charitra","1933 film",NA
"http://www.wikidata.org/entity/Q58428758","tt0392039","Gayatri Mahatmya","1923 film",NA
"http://www.wikidata.org/entity/Q58428944","tt0266015","Vratrasur Vadha","1923 film",NA
"http://www.wikidata.org/entity/Q58428970","tt0242106","Veer Durgadas","1924 film",NA
"http://www.wikidata.org/entity/Q58479527","tt0390923","Bhoot Rajya","1931 film",NA
"http://www.wikidata.org/entity/Q58480322","tt0384367","Nand Ke Lala","1931 film",NA
"http://www.wikidata.org/entity/Q58480438","tt0239911","Ronak Mahal","1931 film",NA
"http://www.wikidata.org/entity/Q58484586","tt0384367","Radha Mohan","1934 film",NA
"http://www.wikidata.org/entity/Q58484916","tt0149776","Bahar-e-Sulemani","1935 film",NA
"http://www.wikidata.org/entity/Q58530970","tt0378191","Khooni Kaun","1936 film",NA
"http://www.wikidata.org/entity/Q59258422","tt0155745","His Highness","1937 film",NA
"http://www.wikidata.org/entity/Q59264524","tt0158695","Kal Ki Baat","1937 film",NA
"http://www.wikidata.org/entity/Q59280614","tt0155962","Purnima","1938 film",NA
"http://www.wikidata.org/entity/Q59280628","tt0255618","Satyanarayana Vratam","1938 film",NA
"http://www.wikidata.org/entity/Q60848166","tt6257056","Q60848166","2009 film directed by Charles Belmont",NA
"http://www.wikidata.org/entity/Q85042177","tt11489112","Paris Calligrammes","2020 documentary film by Ulrike Ottinger",NA
"http://www.wikidata.org/entity/Q85854920","tt7782204","Trait de vie","2017 film",NA
"http://www.wikidata.org/entity/Q106519063","tt12545598","Loin de vous j'ai grandi","film directed by Marie Dumora",NA
"http://www.wikidata.org/entity/Q109887779","tt0366502","Gali Theke Rajpath","1959 film directed by Prafulla Chakraborty",NA
"http://www.wikidata.org/entity/Q114805586","tt0252071","Umaj Padel Tar","1960 film",NA
"http://www.wikidata.org/entity/Q117005886","tt24701256","My Best Friend Daadu","2023 film directed by Jashwant Gangani",NA
"http://www.wikidata.org/entity/Q48427422","tt0261898","Pettandarulu","1970 film directed by C. S. Rao","https://en.wikipedia.org/wiki/Pettandarulu"
"http://www.wikidata.org/entity/Q48671590","tt0259243","Chanda Sasanudu","1983 film directed by N. T. Rama Rao","https://en.wikipedia.org/wiki/Chanda_Sasanudu"
"http://www.wikidata.org/entity/Q48674232","tt6133484","Rakshas","2018 film","https://en.wikipedia.org/wiki/Rakshas_(film)"
"http://www.wikidata.org/entity/Q48674509","tt8108098","The Underworld","2018 film directed by Rajesh Jashpal","https://en.wikipedia.org/wiki/The_Underworld_(film)"
"http://www.wikidata.org/entity/Q55389741","tt8052190","Isakkinte Ithihasam","2018 film","https://en.wikipedia.org/wiki/Isakkinte_Ithihasam"
"http://www.wikidata.org/entity/Q55609483","tt1520862","Dhanraj Tamang","film","https://en.wikipedia.org/wiki/Dhanraj_Tamang"
"http://www.wikidata.org/entity/Q55632968","tt4208138","Shaheed-E-Kargil","2001 film","https://en.wikipedia.org/wiki/Shaheed-E-Kargil"
"http://www.wikidata.org/entity/Q56550904","tt9020786","Sanki Daroga","film","https://en.wikipedia.org/wiki/Sanki_Daroga"
"http://www.wikidata.org/entity/Q56604901","tt0832902","Maati Maay","2007 Indian Marathi-language social drama film directed by Chitra Palekar","https://en.wikipedia.org/wiki/Maati_Maay"
"http://www.wikidata.org/entity/Q60738288","tt9283084","Have Thase Baap Re","film","https://en.wikipedia.org/wiki/Have_Thase_Baap_Re"
"http://www.wikidata.org/entity/Q77884726","tt11354434","Hari Ghosher Gowal","2019 film","https://en.wikipedia.org/wiki/Hari_Ghosher_Gowal"
"http://www.wikidata.org/entity/Q77884982","tt8983182","Ye Re Ye Re Paisa 2","2019 film directed by Hemant Dhom","https://en.wikipedia.org/wiki/Ye_Re_Ye_Re_Paisa_2"
"http://www.wikidata.org/entity/Q85799054","tt9612164","Saak","film","https://en.wikipedia.org/wiki/Saak_(film)"
"http://www.wikidata.org/entity/Q87092873","tt13628992","Top Rankers","2015 film directed by Gollapati Nageswara Rao","https://en.wikipedia.org/wiki/Top_Rankers"
"http://www.wikidata.org/entity/Q96153101","tt4309648","Priyo Bandhabi","1975 film","https://en.wikipedia.org/wiki/Priyo_Bandhabi"
"http://www.wikidata.org/entity/Q101245272","tt13242968","Mane Number 13","2020 film directed by Vivy Kathiresan","https://en.wikipedia.org/wiki/Mane_Number_13"
"http://www.wikidata.org/entity/Q108800325","tt15289342","Rowdy Boys","2022 film directed by Sree Harsha Konuganti","https://en.wikipedia.org/wiki/Rowdy_Boys"
"http://www.wikidata.org/entity/Q110223610","tt13609736","Thiruvalar Panjangam","film","https://en.wikipedia.org/wiki/Thiruvalar_Panjangam"
"http://www.wikidata.org/entity/Q110413161","tt11772746","Thiruchitrambalam","2022 film directed by Mithran R Jawahar","https://en.wikipedia.org/wiki/Thiruchitrambalam"
"http://www.wikidata.org/entity/Q111907329","tt19838608","Babli Bouncer","2022 film directed by Madhur Bhandarkar","https://en.wikipedia.org/wiki/Babli_Bouncer"
"http://www.wikidata.org/entity/Q111973041","tt13229946","Upacharapoorvam Gunda Jayan","upacharapoorvam Gunda Jayan is an Upcoming Malayalam Filim","https://en.wikipedia.org/wiki/Upacharapoorvam_Gunda_Jayan"
"http://www.wikidata.org/entity/Q112076905","tt19799058","Critical Keerthanegalu","kannada language film","https://en.wikipedia.org/wiki/Critical_Keerthanegalu"
"http://www.wikidata.org/entity/Q112609952","tt10081202","Evvarikee Cheppoddu","2019 Indian film","https://en.wikipedia.org/wiki/Evvarikee_Cheppoddu"
"http://www.wikidata.org/entity/Q115030886","tt13549412","Madarangi","2013 film directed by Mallikarjun Muthalageri","https://en.wikipedia.org/wiki/Madarangi"
"http://www.wikidata.org/entity/Q115878559","tt22497964","Gurumoorthi","2022 Indian film","https://en.wikipedia.org/wiki/Gurumoorthi"
"http://www.wikidata.org/entity/Q116148368","tt5774888","Truckbhar Swapna","2018 Indian film","https://en.wikipedia.org/wiki/Truckbhar_Swapna"
"http://www.wikidata.org/entity/Q116634965","tt21302152","Driver Jamuna","2022 Indian film","https://en.wikipedia.org/wiki/Driver_Jamuna"
"http://www.wikidata.org/entity/Q117075327","tt15457916","Single Shankarum Smartphone Simranum","2023 Indian film","https://en.wikipedia.org/wiki/Single_Shankarum_Smartphone_Simranum"
"http://www.wikidata.org/entity/Q117462053","tt27109859","Irumban","2022 tamil film","https://en.wikipedia.org/wiki/Irumban"
"http://www.wikidata.org/entity/Q120133547","tt27773277","Bell","2023 Indian film","https://en.wikipedia.org/wiki/Bell_(2023_film)"
"http://www.wikidata.org/entity/Q120767299","tt28253080","Balle O Chalaak Sajjna","2023 Indian Punjabi-language family drama film directed by Royal Singh","https://en.wikipedia.org/wiki/Balle_O_Chalaak_Sajjna"
"http://www.wikidata.org/entity/Q122946888","tt26787644","Mama Mascheendra","2023 Indian film","https://en.wikipedia.org/wiki/Mama_Mascheendra"
"http://www.wikidata.org/entity/Q123169099","tt25433734","Hi Nanna","2023 film directed by Shouryuv","https://en.wikipedia.org/wiki/Hi_Nanna"
"http://www.wikidata.org/entity/Q19581951","tt1429391","Sedina Hakki","1985 film","https://en.wikipedia.org/wiki/Sedina_Hakki"
"http://www.wikidata.org/entity/Q19599607","tt1380198","Sididedda Sahodara","1983 film by Joe Simon","https://en.wikipedia.org/wiki/Sididedda_Sahodara"
"http://www.wikidata.org/entity/Q19600199","tt1354082","Vaishakada Dinagalu","1993 film","https://en.wikipedia.org/wiki/Vaishakada_Dinagalu"
"http://www.wikidata.org/entity/Q19742518","tt0268392","Itihaas","Assamese film by Bhabendra Nath Saikia","https://en.wikipedia.org/wiki/Itihas_(1995_film)"
"http://www.wikidata.org/entity/Q21646143","tt0263100","Bangaaru Kalalu","1974 film by Adurthi Subba Rao","https://en.wikipedia.org/wiki/Bangaaru_Kalalu"
"http://www.wikidata.org/entity/Q21646720","tt5364976","Minchagi Nee Baralu","2015 film","https://en.wikipedia.org/wiki/Minchagi_Nee_Baralu"
"http://www.wikidata.org/entity/Q24807879","tt0482240","Naamcheen","1991 film","https://en.wikipedia.org/wiki/Naamcheen"
